order_id,product_id,add_to_cart_order,reordered,cart_order
37,43721,3,0,3
39,4605,2,0,2
39,8385,5,0,5
39,21903,4,0,4
39,28204,3,1,3
39,48679,1,0,1
40,10070,1,1,1
40,33198,3,1,3
40,34866,4,1,4
40,42450,2,1,2
41,27344,1,1,1
41,27355,2,1,2
42,13176,3,1,3
42,19887,1,1,1
42,33000,2,0,2
43,8817,3,0,3
43,12850,5,0,5
43,20915,1,0,1
43,21553,6,1,6
43,21949,2,0,2
43,34005,7,0,7
43,37867,4,1,4
44,383,4,0,4
44,2240,9,0,9
44,13966,8,0,8
44,17341,10,0,10
44,20955,3,0,3
44,27356,7,0,7
44,27979,2,1,2
44,28012,6,0,6
44,31509,1,1,1
44,44384,5,1,5
45,16349,1,1,1
46,3703,17,0,17
46,4447,16,0,16
46,4778,4,1,4
46,5077,15,1,15
46,11983,6,1,6
46,15364,20,0,20
46,17417,11,1,11
46,18346,7,1,7
46,21067,8,1,8
46,22282,12,0,12
46,26172,3,0,3
46,27656,10,1,10
46,28921,19,0,19
46,32917,14,0,14
46,34233,18,0,18
46,34519,5,1,5
46,36884,1,0,1
46,41602,9,1,9
46,47827,13,1,13
46,48183,2,0,2
47,16797,1,1,1
47,29223,5,0,5
47,39275,2,1,2
47,43352,3,1,3
47,46041,4,0,4
48,6141,4,0,4
48,11403,7,0,7
48,12144,6,0,6
48,14129,1,0,1
48,17600,3,1,3
48,22298,2,1,2
48,36929,8,0,8
48,42169,5,0,5
49,3513,1,1,1
49,19677,4,1,4
49,20307,3,1,3
49,39276,2,1,2
50,276,7,0,7
50,397,1,0,1
50,1025,5,1,5
50,4799,6,1,6
50,17183,3,1,3
50,34993,2,0,2
50,37788,4,0,4
51,604,7,0,7
51,3594,2,1,2
51,4493,9,1,9
51,14994,3,0,3
51,21195,8,1,8
51,30274,1,0,1
51,32624,6,0,6
51,44514,5,0,5
51,45433,4,0,4
52,4485,5,0,5
52,18963,1,0,1
52,24852,2,1,2
52,39408,3,1,3
52,49683,4,1,4
53,5876,8,1,8
53,14467,6,1,6
53,22298,9,1,9
53,24852,1,1,1
53,32442,5,1,5
53,34448,14,0,14
53,36606,4,0,4
53,37646,2,1,2
53,38647,12,0,12
53,38827,10,1,10
53,39275,11,0,11
53,40706,7,1,7
53,46194,15,0,15
53,47209,3,1,3
53,47626,13,0,13
54,10833,1,0,1
54,11121,5,0,5
54,24852,2,0,2
54,32971,7,0,7
54,34004,3,0,3
54,35430,4,0,4
54,36086,6,0,6
55,3464,17,0,17
55,5876,4,1,4
55,6740,20,0,20
55,8251,7,1,7
55,8518,10,1,10
55,8671,2,1,2
55,11520,12,0,12
55,13176,6,1,6
55,17872,3,0,3
55,18234,13,0,13
55,24385,8,0,8
55,25800,22,0,22
55,26940,19,0,19
55,27966,5,0,5
55,30391,9,0,9
55,32177,14,0,14
55,32734,11,0,11
55,38315,21,0,21
55,40709,15,1,15
55,41950,18,1,18
55,42736,1,1,1
55,45123,16,0,16
56,1376,6,1,6
56,4799,2,0,2
56,7021,1,0,1
56,9076,5,1,5
56,11520,4,1,4
56,21903,8,1,8
56,21910,9,1,9
56,24964,3,1,3
56,34050,10,0,10
56,47209,7,1,7
57,19057,5,0,5
57,21137,3,0,3
57,21903,1,0,1
57,43122,4,0,4
57,47209,6,0,6
57,47231,2,0,2
57,48857,7,0,7
58,2825,2,1,2
58,13176,4,1,4
58,22825,3,1,3
58,23375,1,1,1
58,26604,5,1,5
58,42265,6,0,6
59,12902,3,1,3
59,32549,1,1,1
59,46077,2,1,2
60,781,12,1,12
60,890,15,1,15
60,2298,10,1,10
60,9934,1,0,1
60,13176,5,1,5
60,13249,13,1,13
60,17123,8,1,8
60,17794,16,1,16
60,22395,2,0,2
60,22935,14,1,14
60,22963,17,1,17
60,27966,7,1,7
60,36929,3,0,3
60,37110,4,1,4
60,37646,6,1,6
60,38777,9,1,9
60,44910,18,1,18
60,48628,11,1,11
61,4149,3,1,3
61,6184,11,1,11
61,10473,8,1,8
61,13042,6,1,6
61,15541,5,1,5
61,16974,12,1,12
61,17207,9,1,9
61,20940,7,1,7
61,22507,2,0,2
61,29127,4,1,4
61,38928,10,1,10
61,42265,1,1,1
62,10017,1,0,1
62,20114,7,0,7
62,26209,4,0,4
62,28849,6,0,6
62,37766,3,1,3
62,43394,2,1,2
62,47766,5,0,5
63,287,8,1,8
63,6046,7,0,7
63,9327,3,0,3
63,12508,9,0,9
63,13733,10,1,10
63,24203,4,1,4
63,25886,1,0,1
63,34640,6,0,6
63,34854,5,0,5
63,41674,2,0,2
64,9292,2,1,2
64,15424,3,1,3
64,17889,1,1,1
64,18988,4,1,4
64,38959,5,1,5
65,1940,2,1,2
65,19155,1,1,1
65,25170,3,0,3
66,3397,1,1,1
66,7658,5,1,5
66,21955,2,1,2
66,37102,6,0,6
66,38689,3,1,3
66,45368,4,1,4
67,5438,6,1,6
67,11422,2,1,2
67,13176,1,1,1
67,25670,8,0,8
67,27514,3,1,3
67,46226,7,0,7
67,46654,4,1,4
67,47993,5,1,5
68,196,5,1,5
68,1629,8,0,8
68,7768,6,0,6
68,9387,4,1,4
68,17207,7,0,7
68,17924,2,1,2
68,21288,9,1,9
68,31805,3,1,3
68,43739,1,1,1
69,8186,4,1,4
69,11140,10,0,10
69,12341,9,0,9
69,23060,11,1,11
69,27845,2,1,2
69,28682,7,0,7
69,34134,5,1,5
69,36342,8,1,8
69,42345,6,1,6
69,43875,1,1,1
69,47049,3,1,3
70,11067,1,0,1
70,11481,2,0,2
70,35824,4,1,4
70,44008,3,0,3
71,5876,5,1,5
71,10017,1,0,1
71,12023,2,0,2
71,26209,8,1,8
71,31553,6,1,6
71,31717,7,1,7
71,39389,9,0,9
71,41544,4,0,4
71,44632,10,1,10
71,47209,3,1,3
72,4472,3,1,3
72,5514,11,0,11
72,20588,7,1,7
72,24852,8,1,8
72,28204,1,1,1
72,29228,5,1,5
72,38515,10,0,10
72,39108,2,1,2
72,42548,6,1,6
72,43950,4,1,4
72,47479,9,0,9
73,11759,3,1,3
73,21903,4,1,4
73,24125,2,1,2
73,28413,1,0,1
74,7715,7,1,7
74,11136,3,1,3
74,12456,9,1,9
74,14129,2,1,2
74,14540,10,1,10
74,15392,8,1,8
74,17902,5,1,5
74,26369,11,1,11
74,27247,4,1,4
74,45681,6,1,6
74,46667,1,1,1
75,2361,2,0,2
75,5959,10,0,10
75,10915,3,0,3
75,12341,6,0,6
75,21019,14,0,14
75,21616,5,0,5
75,24889,9,0,9
75,25138,1,0,1
75,25195,16,0,16
75,33768,7,0,7
75,39275,4,0,4
75,40709,8,0,8
75,43889,11,0,11
75,44077,13,0,13
75,45646,12,0,12
75,46383,15,0,15
76,14159,2,1,2
76,31974,1,0,1
76,33357,3,0,3
76,38996,4,0,4
76,39844,5,0,5
77,2295,6,1,6
77,2979,11,0,11
77,5120,3,1,3
77,8277,7,1,7
77,15290,10,1,10
77,18079,21,0,21
77,22935,12,0,12
77,23233,14,0,14
77,24184,5,1,5
77,30391,13,0,13
77,31040,16,1,16
77,34969,8,0,8
77,36481,2,1,2
77,36550,20,1,20
77,38273,19,0,19
77,38944,17,0,17
77,39619,18,0,18
77,43154,4,1,4
77,47626,9,1,9
77,48057,15,0,15
77,49510,1,1,1
78,12899,2,0,2
78,16797,5,0,5
78,21573,3,0,3
78,32403,1,0,1
78,32455,4,1,4
79,4210,1,1,1
79,4377,2,1,2
79,4840,7,0,7
79,11256,8,1,8
79,12397,6,1,6
79,13110,5,1,5
79,13627,4,1,4
79,39461,3,1,3
80,2295,6,1,6
80,10761,1,1,1
80,23734,5,1,5
80,24852,4,1,4
80,26604,7,0,7
80,27845,2,1,2
80,42118,3,1,3
81,10385,7,1,7
81,15040,5,1,5
81,21137,8,1,8
81,22867,6,1,6
81,24838,3,1,3
81,25931,1,1,1
81,39928,9,0,9
81,43014,2,1,2
81,44683,11,1,11
81,46394,10,0,10
81,47209,4,1,4
82,3376,3,1,3
82,4421,5,1,5
82,14117,2,1,2
82,16797,7,0,7
82,20520,4,1,4
82,35417,1,1,1
82,37646,8,1,8
82,39469,6,0,6
83,1087,2,1,2
83,2124,10,0,10
83,4605,13,0,13
83,4945,4,1,4
83,10060,14,1,14
83,11574,6,0,6
83,12023,12,0,12
83,13176,1,1,1
83,13292,11,0,11
83,35503,3,1,3
83,37935,7,0,7
83,39561,9,0,9
83,40587,5,0,5
83,43352,8,0,8
84,1463,1,1,1
84,11193,2,1,2
84,13984,5,1,5
84,17594,7,0,7
84,18306,9,0,9
84,28842,4,1,4
84,34065,8,1,8
84,34423,3,1,3
84,42300,6,1,6
85,16797,1,1,1
85,19691,2,0,2
85,20217,4,0,4
85,21349,5,0,5
85,32259,3,0,3
85,33776,6,0,6
85,34063,8,1,8
85,41611,7,0,7
85,42240,9,1,9
86,17706,8,1,8
86,22950,7,1,7
86,23115,6,1,6
86,32566,5,1,5
86,36004,2,0,2
86,37634,1,0,1
86,45253,3,0,3
86,47123,4,1,4
87,2707,7,1,7
87,4105,13,0,13
87,6128,11,0,11
87,8538,15,0,15
87,13637,12,0,12
87,16797,1,1,1
87,31748,3,0,3
87,38770,5,0,5
87,39947,2,1,2
87,40338,9,1,9
87,44119,4,0,4
87,45312,8,0,8
87,46052,14,0,14
87,46881,10,0,10
87,49279,6,1,6
88,1158,18,0,18
88,2067,7,1,7
88,7485,10,1,10
88,9366,11,0,11
88,15649,21,1,21
88,18523,5,1,5
88,19511,2,1,2
88,21137,8,1,8
88,21616,1,1,1
88,24852,6,1,6
88,26252,19,0,19
88,27548,17,0,17
88,27690,16,0,16
88,28993,23,0,23
88,30442,13,1,13
88,35628,4,1,4
88,38400,22,1,22
88,43961,9,1,9
88,46654,15,1,15
88,47626,3,1,3
88,47766,12,0,12
88,49131,14,1,14
88,49683,20,0,20
89,5876,3,1,3
89,17794,1,1,1
89,20600,2,1,2
89,26648,5,1,5
89,37011,4,1,4
90,890,3,0,3
90,12797,5,1,5
90,33043,2,0,2
90,42265,1,1,1
90,44449,4,0,4
91,5825,1,1,1
91,6218,6,1,6
91,23293,4,1,4
91,42813,5,1,5
91,44303,2,1,2
91,48784,3,1,3
92,1374,18,1,18
92,1376,9,1,9
92,1392,17,0,17
92,2929,8,1,8
92,4793,3,1,3
92,5646,25,1,25
92,14332,11,0,11
92,14540,13,0,13
92,18288,6,1,6
92,21137,20,0,20
92,21903,2,1,2
92,24852,21,1,21
92,25230,14,0,14
92,26604,22,0,22
92,29742,5,1,5
92,35503,10,1,10
92,35561,16,0,16
92,35704,12,0,12
92,39121,4,1,4
92,39928,19,1,19
92,44116,1,1,1
92,44375,24,1,24
92,45633,7,1,7
92,48385,15,0,15
92,49235,23,1,23
93,4966,10,1,10
93,13176,12,0,12
93,13194,1,0,1
93,23909,6,1,6
93,25727,14,1,14
93,27323,8,1,8
93,28454,3,1,3
93,29487,13,1,13
93,33671,4,1,4
93,39408,11,0,11
93,39581,7,1,7
93,39620,5,0,5
93,42677,9,0,9
93,47226,2,0,2
94,11520,3,1,3
94,16521,2,0,2
94,17948,4,0,4
94,35221,1,1,1
95,9337,1,0,1
95,10121,2,1,2
95,10849,9,1,9
95,12395,7,1,7
95,20379,5,1,5
95,21137,8,1,8
95,22035,4,1,4
95,37158,14,1,14
95,37630,3,0,3
95,39928,6,1,6
95,47766,10,1,10
95,48287,13,1,13
95,48464,11,1,11
95,49683,12,1,12
97,1136,20,1,20
97,2275,10,1,10
97,4006,23,0,23
97,4366,1,1,1
97,10761,12,0,12
97,12276,3,1,3
97,17600,2,1,2
97,19019,13,1,13
97,25451,9,1,9
97,27177,26,0,26
97,28465,11,1,11
97,28515,22,1,22
97,29963,27,0,27
97,30850,7,1,7
97,30949,4,1,4
97,33184,19,1,19
97,33439,14,1,14
97,34565,15,0,15
97,35134,16,1,16
97,36772,6,1,6
97,37460,21,1,21
97,37867,24,0,24
97,38090,18,1,18
97,38782,17,1,17
97,41973,25,0,25
97,44116,8,1,8
97,46175,5,0,5
99,8025,4,0,4
99,12157,7,0,7
99,13991,3,0,3
99,32105,5,0,5
99,35176,6,0,6
99,38200,2,1,2
99,46584,1,1,1
100,196,2,0,2
100,19660,1,0,1
101,1408,2,1,2
101,3561,10,0,10
101,4472,6,1,6
101,5729,3,1,3
101,6249,1,1,1
101,9138,4,1,4
101,16570,5,1,5
101,21616,7,1,7
101,37825,11,1,11
101,44926,8,1,8
101,47626,12,0,12
101,47852,9,1,9
102,19446,7,0,7
102,24830,4,0,4
102,26410,9,1,9
102,27104,5,0,5
102,27966,3,0,3
102,29487,1,1,1
102,37462,10,0,10
102,39001,6,0,6
102,44570,8,0,8
102,44625,2,1,2
103,1695,3,0,3
103,5794,2,0,2
103,30850,1,0,1
103,40386,4,0,4
104,5212,4,0,4
104,22124,2,1,2
104,26604,3,1,3
104,28745,1,1,1
105,1194,1,0,1
105,4210,11,1,11
105,4920,6,1,6
105,11712,12,0,12
105,12276,2,1,2
105,13176,3,1,3
105,17600,5,1,5
105,26790,8,0,8
105,27423,4,1,4
105,27690,9,0,9
105,28204,7,1,7
105,42443,10,1,10
106,2839,3,1,3
106,4210,1,0,1
106,4497,22,1,22
106,5048,31,0,31
106,5672,34,0,34
106,11210,2,0,2
106,12945,23,1,23
106,14168,14,1,14
106,14936,33,0,33
106,16177,15,1,15
106,16370,18,1,18
106,18019,12,1,12
106,19539,13,1,13
106,19836,4,1,4
106,20114,29,1,29
106,21938,16,1,16
106,22620,10,0,10
106,23011,7,1,7
106,24184,11,1,11
106,26179,32,0,32
106,27288,6,1,6
106,27509,19,1,19
106,30413,26,1,26
106,30958,21,1,21
106,31562,27,1,27
106,34092,30,1,30
106,37449,8,1,8
106,38819,28,0,28
106,39335,24,0,24
106,42548,20,1,20
106,44455,17,1,17
106,46167,25,0,25
106,47144,9,1,9
106,49505,5,1,5
107,11513,7,1,7
107,16953,6,1,6
107,30391,4,1,4
107,31577,2,1,2
107,35535,1,1,1
107,43394,5,1,5
107,47783,3,1,3
108,5212,8,0,8
108,7751,6,0,6
108,13708,9,0,9
108,14872,3,0,3
108,21847,2,0,2
108,36011,1,1,1
108,38381,5,0,5
108,42075,4,0,4
108,42383,7,0,7
109,4715,5,1,5
109,7948,4,0,4
109,8195,2,1,2
109,10616,6,1,6
109,14131,10,0,10
109,15452,18,0,18
109,18848,8,1,8
109,19076,11,0,11
109,22894,15,0,15
109,25146,3,1,3
109,26165,9,1,9
109,31555,14,1,14
109,33651,19,0,19
109,35871,12,0,12
109,36066,20,0,20
109,36217,1,1,1
109,37751,16,0,16
109,40310,21,1,21
109,42240,17,0,17
109,49056,13,0,13
109,49478,7,0,7
110,5876,1,0,1
110,6873,7,0,7
110,9450,3,0,3
110,20114,9,0,9
110,21405,5,0,5
110,23689,10,0,10
110,24852,6,0,6
110,26216,4,0,4
110,34969,8,0,8
110,35951,2,0,2
111,15429,4,1,4
111,16797,1,1,1
111,17461,3,1,3
111,20574,2,1,2
111,49683,5,1,5
113,8193,6,0,6
113,19706,5,0,5
113,21903,4,0,4
113,27171,3,0,3
113,35503,2,0,2
113,46313,7,0,7
113,46654,1,1,1
114,1263,5,0,5
114,1688,2,0,2
114,4495,8,0,8
114,5782,4,0,4
114,23763,6,0,6
114,24385,7,0,7
114,24954,1,0,1
114,31164,9,0,9
114,31766,10,0,10
114,37371,3,0,3
115,1186,10,0,10
115,22920,5,1,5
115,23375,6,1,6
115,23955,4,1,4
115,35003,2,1,2
115,37358,9,0,9
115,39636,7,0,7
115,40332,11,1,11
115,45504,1,1,1
115,48590,8,0,8
115,48657,3,1,3
115,49199,12,0,12
116,27104,1,1,1
116,42342,2,1,2
117,2078,1,1,1
117,11132,9,0,9
117,14947,11,0,11
117,20119,10,0,10
117,21283,12,0,12
117,27323,4,1,4
117,27756,2,1,2
117,31660,13,0,13
117,33351,14,0,14
117,35898,6,0,6
117,39481,8,0,8
117,40593,7,1,7
117,44603,15,0,15
117,44987,3,1,3
117,49465,5,1,5
118,8571,1,1,1
118,16283,4,1,4
118,21292,2,0,2
118,32303,3,1,3
119,12572,9,0,9
119,17206,4,0,4
119,18908,1,0,1
119,22395,2,0,2
119,23400,3,0,3
119,28425,8,0,8
119,29987,6,0,6
119,31506,7,0,7
119,44142,5,0,5
120,1503,8,0,8
120,5068,10,0,10
120,11022,16,0,16
120,19061,14,0,14
120,26604,2,0,2
120,26689,12,0,12
120,28156,11,0,11
120,28204,3,0,3
120,31323,7,0,7
120,33120,13,0,13
120,39037,15,0,15
120,40545,1,0,1
120,41273,4,0,4
120,42834,6,0,6
120,46703,9,0,9
120,48205,5,0,5
121,3696,3,1,3
121,13372,2,0,2
121,38579,5,1,5
121,42493,1,1,1
121,48532,4,1,4
122,17794,1,0,1
122,18644,2,0,2
123,6692,8,1,8
123,8859,9,1,9
123,9839,2,1,2
123,14917,6,1,6
123,16825,4,1,4
123,19048,12,0,12
123,22035,3,1,3
123,26604,11,1,11
123,28123,16,1,16
123,36010,18,1,18
123,37464,10,1,10
123,37646,15,1,15
123,43908,14,1,14
123,44632,1,1,1
123,44683,17,1,17
123,46823,7,1,7
123,48246,5,1,5
123,49273,13,0,13
124,4853,5,1,5
124,11513,7,1,7
124,21405,4,0,4
124,24630,2,0,2
124,26698,6,1,6
124,28527,3,1,3
124,28990,8,1,8
124,44570,1,1,1
125,1463,26,1,26
125,2002,24,1,24
125,6656,1,1,1
125,11068,13,1,13
125,13176,7,1,7
125,17807,22,1,22
125,17835,5,1,5
125,17948,17,1,17
125,20549,18,1,18
125,21777,21,1,21
125,22035,2,1,2
125,22963,6,1,6
125,23074,23,1,23
125,26282,9,1,9
125,29987,16,1,16
125,30489,3,1,3
125,35750,20,1,20
125,36550,4,1,4
125,36735,25,1,25
125,39619,15,1,15
125,43249,14,1,14
125,43961,11,1,11
125,44359,12,1,12
125,49175,19,1,19
125,49215,8,1,8
125,49235,10,1,10
126,6104,2,1,2
126,7054,3,1,3
126,14650,1,0,1
126,24866,6,0,6
126,25890,4,1,4
126,47209,5,0,5
127,4313,5,1,5
127,7644,7,0,7
127,9076,2,1,2
127,9515,10,1,10
127,15902,11,1,11
127,16797,1,1,1
127,23549,3,0,3
127,25197,6,1,6
127,37052,4,1,4
127,39938,12,0,12
127,45064,9,1,9
127,47357,8,0,8
128,4421,1,1,1
128,7010,8,1,8
128,13176,4,1,4
128,16249,6,1,6
128,18770,2,1,2
128,24184,3,1,3
128,28278,7,0,7
128,39984,10,1,10
128,41290,9,1,9
128,42265,5,1,5
129,5194,10,1,10
129,7067,12,1,12
129,10017,16,0,16
129,13176,1,0,1
129,13198,6,1,6
129,14715,15,0,15
129,15649,4,1,4
129,17471,9,1,9
129,24850,8,1,8
129,26634,5,0,5
129,27845,18,1,18
129,31073,13,0,13
129,33454,3,1,3
129,35628,2,1,2
129,38995,11,1,11
129,41950,7,0,7
129,43338,17,0,17
129,47509,14,0,14
130,3583,14,0,14
130,4276,2,0,2
130,8309,8,0,8
130,9436,12,0,12
130,12496,7,0,7
130,14357,3,0,3
130,18376,4,0,4
130,19057,9,0,9
130,24852,5,0,5
130,33232,6,0,6
130,34358,11,0,11
130,35221,13,0,13
130,39218,1,0,1
130,44449,10,0,10
131,4544,16,0,16
131,5588,14,0,14
131,5876,1,1,1
131,20869,7,0,7
131,21174,10,1,10
131,21405,12,1,12
131,22935,8,1,8
131,24964,2,1,2
131,26937,9,1,9
131,28826,17,0,17
131,29506,18,1,18
131,31717,3,1,3
131,34126,4,1,4
131,39475,13,1,13
131,39984,5,1,5
131,40706,11,1,11
131,42768,15,1,15
131,45007,6,1,6
132,8239,3,0,3
132,11447,10,0,10
132,17830,4,1,4
132,17980,2,1,2
132,19677,6,1,6
132,25533,11,1,11
132,33156,9,0,9
132,36640,1,1,1
132,39871,5,0,5
132,43295,7,0,7
132,48057,8,1,8
133,18670,2,1,2
133,48679,1,1,1
134,169,5,1,5
134,5547,13,1,13
134,8638,12,1,12
134,9018,15,1,15
134,14852,3,1,3
134,17029,14,1,14
134,17316,2,1,2
134,25952,16,1,16
134,28156,11,1,11
134,30169,7,1,7
134,30696,4,1,4
134,36076,6,1,6
134,41970,17,1,17
134,42460,8,1,8
134,43961,1,0,1
134,45763,10,1,10
134,48423,9,1,9
135,13870,4,1,4
135,16900,8,1,8
135,21903,5,1,5
135,25513,1,1,1
135,31778,7,1,7
135,40709,2,1,2
135,43513,6,0,6
135,45951,9,1,9
135,47866,3,1,3
135,49227,10,1,10
136,11005,4,0,4
136,18465,2,0,2
136,29926,3,0,3
136,47766,1,0,1
